Symbol,Date,Expiry,Option type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int,Change in OI,Underlying Value
NIFTY,29-Dec-2017,30-Jun-2022,PE,10300.00,-,-,-,70.70,-,82.95,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,29-Dec-2022,PE,9800.00,-,-,-,50.25,-,45.65,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,30-Jun-2022,PE,10400.00,-,-,-,79.15,-,91.20,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,30-Jun-2022,PE,11200.00,-,-,-,176.35,-,180.60,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,30-Jun-2022,PE,12400.00,-,-,-,439.65,-,409.75,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,8700.00,-,-,-,308.10,-,12.90,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,9000.00,-,-,-,57.05,57.05,20.35,-,-,-,75.00,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,7300.00,-,-,-,113.95,-,0.85,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,9100.00,-,-,-,387.55,-,23.55,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,5500.00,-,-,-,79.85,-,-,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,7600.00,-,-,-,145.15,-,1.65,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,7900.00,-,-,-,181.75,-,3.10,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,5900.00,-,-,-,27.30,-,0.05,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,8100.00,-,-,-,209.30,-,4.55,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,8300.00,-,-,-,239.45,-,6.55,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,6200.00,-,-,-,38.95,-,0.05,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,9400.00,-,-,-,454.60,-,35.50,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,6500.00,-,-,-,53.95,-,0.10,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,6800.00,-,-,-,72.80,-,0.25,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,7100.00,-,-,-,95.90,-,0.50,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,8500.00,-,-,-,272.30,-,9.30,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,5600.00,-,-,-,88.15,-,-,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,7400.00,-,-,-,123.75,-,1.05,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,7700.00,-,-,-,156.75,-,2.05,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,8800.00,-,-,-,326.90,-,15.10,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,9200.00,-,-,-,409.20,-,27.10,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,8900.00,-,-,-,346.40,-,17.55,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,6300.00,-,-,-,43.55,-,0.05,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,6600.00,-,-,-,59.80,-,0.15,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,6900.00,-,-,-,80.00,-,0.30,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,8000.00,-,-,-,195.20,-,3.75,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,7200.00,-,-,-,104.65,-,0.65,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,8400.00,-,-,-,255.55,-,7.85,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,9300.00,-,-,-,431.55,-,31.05,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,5700.00,-,-,-,95.80,-,0.05,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,7500.00,-,-,-,134.15,-,1.35,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,7800.00,-,-,-,168.95,-,2.55,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,8200.00,-,-,-,224.05,-,5.50,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,8600.00,-,-,-,290.00,-,10.95,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,6000.00,-,-,-,35.00,35.00,0.05,-,-,-,300.00,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,9700.00,-,-,-,528.20,-,51.80,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,9600.00,-,-,-,502.95,-,45.80,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,5800.00,-,-,-,104.95,-,0.05,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,6100.00,-,-,-,34.75,-,0.05,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,9500.00,-,-,-,478.45,-,40.40,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,9800.00,-,-,-,554.15,-,58.35,-,-,-,-,-,10530.70
NIFTY,29-Dec-2017,24-Jun-2021,PE,6400.00,-,-,-,48.55,-,0.10,-,-,-,-,-,10530.70
