Symbol,Date,Expiry,Option type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int,Change in OI,Underlying Value
NIFTY,01-Mar-2017,30-Dec-2021,PE,10800.00,-,-,-,802.90,-,404.75,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,9200.00,-,-,-,512.10,-,118.65,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,10000.00,-,-,-,749.10,-,232.90,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,10600.00,-,-,-,936.60,-,356.25,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,11000.00,-,-,-,774.25,-,457.65,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,6500.00,-,-,-,72.35,-,2.85,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,7600.00,-,-,-,188.70,-,18.40,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,10500.00,-,-,-,922.65,-,333.35,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,7100.00,-,-,-,126.35,-,8.45,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,8900.00,-,-,-,436.30,-,88.75,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,8000.00,-,-,-,251.20,-,31.80,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,9300.00,-,-,-,538.95,-,130.10,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,6600.00,-,-,-,79.90,-,3.45,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,7700.00,-,-,-,203.20,-,21.25,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,9700.00,-,-,-,654.15,-,183.75,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,10900.00,-,-,-,694.45,-,430.70,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,7200.00,-,-,-,137.50,-,10.00,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,8100.00,-,-,-,268.65,-,36.10,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,8500.00,-,-,-,346.35,-,58.00,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,6700.00,-,-,-,88.00,-,4.15,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,9400.00,-,-,-,566.30,-,142.30,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,8600.00,-,-,-,367.65,-,64.75,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,9000.00,-,-,-,460.75,-,98.00,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,9800.00,-,-,-,685.05,-,199.25,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,10100.00,-,-,-,782.30,-,251.35,-,-,-,-,-,8945.80
NIFTY,01-Mar-2017,30-Dec-2021,PE,11300.00,-,-,-,643.25,-,544.55,-,-,-,-,-,8945.80
