Date,Open,High,Close,Low,Volume,
2023-01-02 09:15:00,18131.7,18150.15,18117.55,18141.35,0,
2023-01-02 09:16:00,18142.2,18145.7,18131.4,18135.65,0,
2023-01-02 09:17:00,18133.25,18140.55,18120.65,18140.55,0,
2023-01-02 09:18:00,18139.4,18139.4,18120.15,18130.75,0,
2023-01-02 09:19:00,18130.3,18133.55,18113.05,18113.1,0,
2023-01-02 09:20:00,18115.75,18125.9,18097.5,18117.85,0,
2023-01-02 09:21:00,18118.65,18126.5,18117.6,18122.75,0,
2023-01-02 09:22:00,18122.25,18122.25,18111.1,18114.95,0,
2023-01-02 09:23:00,18114.4,18116.65,18106.5,18116.65,0,
2023-01-02 09:24:00,18117.7,18139.2,18116.55,18131.0,0,
2023-01-02 09:25:00,18130.5,18132.95,18123.15,18131.0,0,
2023-01-02 09:26:00,18131.5,18132.15,18114.65,18114.65,0,
2023-01-02 09:27:00,18113.8,18113.8,18104.0,18109.15,0,
2023-01-02 09:28:00,18109.45,18114.3,18099.4,18103.7,0,
2023-01-02 09:29:00,18102.75,18104.0,18092.4,18101.85,0,
2023-01-02 09:30:00,18101.9,18111.55,18094.25,18094.35,0,
2023-01-02 09:31:00,18093.4,18103.45,18087.55,18103.2,0,
2023-01-02 09:32:00,18103.25,18103.25,18091.7,18096.25,0,
2023-01-02 09:33:00,18096.2,18117.7,18089.95,18112.45,0,
2023-01-02 09:34:00,18113.4,18128.7,18107.1,18123.05,0,
2023-01-02 09:35:00,18121.2,18124.05,18113.2,18123.1,0,
2023-01-02 09:36:00,18120.9,18129.6,18116.2,18129.1,0,
2023-01-02 09:37:00,18129.45,18131.05,18126.7,18130.35,0,
2023-01-02 09:38:00,18130.3,18139.4,18129.05,18133.95,0,
2023-01-02 09:39:00,18134.1,18146.65,18133.5,18146.65,0,
2023-01-02 09:40:00,18146.0,18150.25,18135.0,18135.85,0,
2023-01-02 09:41:00,18136.7,18146.25,18136.7,18146.25,0,
2023-01-02 09:42:00,18145.3,18145.75,18141.7,18143.65,0,
2023-01-02 09:43:00,18144.2,18144.2,18136.25,18141.0,0,
2023-01-02 09:44:00,18140.55,18150.3,18140.55,18150.2,0,
2023-01-02 09:45:00,18150.2,18154.8,18145.5,18145.5,0,
2023-01-02 09:46:00,18143.95,18148.05,18140.35,18148.05,0,
2023-01-02 09:47:00,18148.4,18165.9,18147.7,18164.95,0,
2023-01-02 09:48:00,18162.8,18167.25,18161.1,18162.6,0,
2023-01-02 09:49:00,18162.4,18165.4,18161.15,18163.35,0,
2023-01-02 09:50:00,18164.25,18167.55,18162.55,18166.0,0,
2023-01-02 09:51:00,18165.9,18166.3,18160.8,18162.7,0,
2023-01-02 09:52:00,18162.6,18162.95,18158.7,18160.6,0,
2023-01-02 09:53:00,18159.5,18160.65,18156.85,18159.35,0,
2023-01-02 09:54:00,18159.65,18167.2,18159.3,18165.3,0,
2023-01-02 09:55:00,18164.95,18171.75,18164.45,18168.85,0,
2023-01-02 09:56:00,18167.65,18169.85,18161.95,18165.25,0,
2023-01-02 09:57:00,18164.95,18165.1,18158.45,18158.45,0,
2023-01-02 09:58:00,18158.65,18162.7,18158.65,18162.45,0,
2023-01-02 09:59:00,18161.4,18163.5,18160.3,18160.3,0,
2023-01-02 10:00:00,18161.05,18166.9,18161.05,18161.85,0,
2023-01-02 10:01:00,18161.1,18164.8,18160.9,18163.65,0,
2023-01-02 10:02:00,18164.15,18164.15,18155.25,18160.05,0,
2023-01-02 10:03:00,18159.3,18159.4,18154.7,18159.4,0,
2023-01-02 10:04:00,18159.75,18163.0,18159.15,18162.9,0,
2023-01-02 10:05:00,18163.75,18172.95,18163.75,18167.95,0,
2023-01-02 10:06:00,18168.1,18170.05,18164.7,18165.5,0,
2023-01-02 10:07:00,18164.7,18165.45,18162.0,18163.8,0,
2023-01-02 10:08:00,18164.35,18166.6,18159.5,18161.05,0,
2023-01-02 10:09:00,18160.9,18168.9,18159.9,18166.1,0,
2023-01-02 10:10:00,18166.4,18170.15,18165.25,18166.0,0,
2023-01-02 10:11:00,18166.6,18166.6,18162.65,18164.7,0,
2023-01-02 10:12:00,18165.7,18165.7,18160.3,18162.3,0,
2023-01-02 10:13:00,18162.3,18164.0,18160.5,18163.3,0,
2023-01-02 10:14:00,18163.75,18166.1,18162.9,18162.9,0,
2023-01-02 10:15:00,18159.4,18165.2,18156.1,18163.35,0,
2023-01-02 10:16:00,18162.25,18163.75,18159.1,18161.15,0,
2023-01-02 10:17:00,18160.45,18163.8,18160.45,18162.1,0,
2023-01-02 10:18:00,18161.9,18165.3,18161.85,18163.85,0,
2023-01-02 10:19:00,18163.8,18165.0,18161.8,18162.55,0,
2023-01-02 10:20:00,18163.15,18168.8,18163.15,18168.65,0,
2023-01-02 10:21:00,18168.25,18171.25,18167.75,18169.95,0,
2023-01-02 10:22:00,18169.35,18171.95,18169.15,18169.9,0,
2023-01-02 10:23:00,18169.65,18170.45,18166.95,18168.6,0,
2023-01-02 10:24:00,18168.5,18168.9,18163.7,18165.2,0,
2023-01-02 10:25:00,18165.0,18169.7,18165.0,18166.75,0,
2023-01-02 10:26:00,18166.6,18166.8,18164.05,18164.75,0,
2023-01-02 10:27:00,18164.2,18165.5,18162.85,18164.8,0,
2023-01-02 10:28:00,18163.75,18163.8,18158.2,18161.1,0,
2023-01-02 10:29:00,18161.15,18161.15,18155.4,18156.75,0,
2023-01-02 10:30:00,18157.35,18165.4,18157.35,18165.15,0,
2023-01-02 10:31:00,18164.35,18171.3,18163.7,18169.85,0,
2023-01-02 10:32:00,18169.75,18171.95,18165.7,18169.25,0,
2023-01-02 10:33:00,18169.15,18169.15,18162.2,18164.4,0,
2023-01-02 10:34:00,18164.0,18167.8,18163.5,18165.5,0,
2023-01-02 10:35:00,18163.95,18168.1,18162.85,18166.3,0,
2023-01-02 10:36:00,18167.45,18168.85,18163.4,18168.3,0,
2023-01-02 10:37:00,18168.6,18179.55,18168.6,18179.1,0,
2023-01-02 10:38:00,18179.8,18183.1,18178.95,18181.15,0,
2023-01-02 10:39:00,18181.2,18189.9,18181.2,18188.8,0,
2023-01-02 10:40:00,18188.65,18189.3,18182.6,18183.6,0,
2023-01-02 10:41:00,18184.25,18185.45,18182.55,18182.75,0,
2023-01-02 10:42:00,18183.65,18188.1,18183.65,18186.7,0,
2023-01-02 10:43:00,18186.6,18188.1,18182.25,18184.85,0,
2023-01-02 10:44:00,18184.7,18186.65,18183.75,18183.75,0,
2023-01-02 10:45:00,18184.15,18187.35,18182.9,18185.9,0,
2023-01-02 10:46:00,18185.8,18187.3,18182.15,18182.85,0,
2023-01-02 10:47:00,18183.0,18183.0,18170.5,18171.15,0,
2023-01-02 10:48:00,18170.95,18175.45,18170.95,18173.45,0,
2023-01-02 10:49:00,18173.15,18176.45,18172.35,18175.4,0,
2023-01-02 10:50:00,18175.15,18176.85,18170.6,18172.4,0,
2023-01-02 10:51:00,18172.55,18177.7,18171.75,18177.7,0,
2023-01-02 10:52:00,18177.55,18180.05,18177.1,18177.85,0,
2023-01-02 10:53:00,18178.55,18180.5,18175.75,18176.7,0,
2023-01-02 10:54:00,18177.2,18180.8,18176.95,18180.6,0,
2023-01-02 10:55:00,18180.3,18183.0,18180.3,18181.1,0,
2023-01-02 10:56:00,18181.35,18183.95,18181.35,18181.75,0,
2023-01-02 10:57:00,18182.9,18183.05,18179.75,18181.9,0,
2023-01-02 10:58:00,18181.2,18182.55,18177.05,18182.55,0,
2023-01-02 10:59:00,18181.5,18183.2,18180.5,18181.0,0,
2023-01-02 11:00:00,18181.1,18183.35,18179.3,18182.8,0,
2023-01-02 11:01:00,18183.05,18185.75,18182.95,18183.55,0,
2023-01-02 11:02:00,18184.0,18188.55,18182.05,18188.35,0,
2023-01-02 11:03:00,18188.3,18193.95,18186.9,18193.05,0,
2023-01-02 11:04:00,18193.4,18194.35,18191.55,18192.3,0,
2023-01-02 11:05:00,18191.35,18195.85,18191.35,18195.45,0,
2023-01-02 11:06:00,18195.0,18197.65,18194.4,18196.25,0,
2023-01-02 11:07:00,18196.1,18197.2,18193.7,18194.6,0,
2023-01-02 11:08:00,18194.25,18194.45,18190.65,18190.65,0,
2023-01-02 11:09:00,18191.9,18197.25,18191.9,18196.45,0,
2023-01-02 11:10:00,18196.35,18199.3,18195.2,18198.45,0,
2023-01-02 11:11:00,18198.4,18198.8,18196.3,18198.05,0,
2023-01-02 11:12:00,18198.0,18198.3,18188.4,18188.4,0,
2023-01-02 11:13:00,18188.85,18189.25,18186.75,18186.75,0,
2023-01-02 11:14:00,18186.3,18186.5,18183.9,18186.5,0,
2023-01-02 11:15:00,18186.1,18188.3,18184.85,18185.5,0,
2023-01-02 11:16:00,18185.5,18186.4,18183.45,18185.35,0,
2023-01-02 11:17:00,18185.0,18186.5,18184.15,18186.45,0,
2023-01-02 11:18:00,18186.6,18188.45,18185.35,18188.45,0,
2023-01-02 11:19:00,18188.3,18191.5,18188.25,18190.85,0,
2023-01-02 11:20:00,18191.15,18192.45,18189.45,18190.05,0,
2023-01-02 11:21:00,18189.85,18192.45,18189.45,18190.5,0,
2023-01-02 11:22:00,18188.8,18191.05,18187.7,18189.45,0,
2023-01-02 11:23:00,18189.35,18189.4,18187.25,18187.4,0,
2023-01-02 11:24:00,18187.0,18187.45,18183.6,18183.7,0,
2023-01-02 11:25:00,18184.55,18185.5,18182.0,18183.1,0,
2023-01-02 11:26:00,18183.05,18184.15,18177.2,18178.0,0,
2023-01-02 11:27:00,18177.6,18182.05,18177.15,18181.3,0,
2023-01-02 11:28:00,18181.45,18186.0,18180.25,18185.35,0,
2023-01-02 11:29:00,18185.25,18188.75,18183.95,18183.95,0,
2023-01-02 11:30:00,18183.85,18186.05,18183.2,18183.5,0,
2023-01-02 11:31:00,18183.65,18184.35,18182.05,18182.6,0,
2023-01-02 11:32:00,18183.05,18183.05,18176.9,18176.9,0,
2023-01-02 11:33:00,18177.15,18179.2,18175.35,18176.75,0,
2023-01-02 11:34:00,18175.85,18176.5,18174.1,18174.85,0,
2023-01-02 11:35:00,18175.15,18177.6,18173.7,18174.0,0,
2023-01-02 11:36:00,18174.35,18175.95,18172.25,18174.0,0,
2023-01-02 11:37:00,18173.7,18178.05,18173.05,18178.05,0,
2023-01-02 11:38:00,18177.95,18180.35,18175.9,18180.05,0,
2023-01-02 11:39:00,18179.4,18181.85,18177.9,18180.25,0,
2023-01-02 11:40:00,18180.5,18187.0,18179.3,18186.3,0,
2023-01-02 11:41:00,18185.45,18187.05,18184.35,18185.15,0,
2023-01-02 11:42:00,18184.95,18185.6,18182.6,18184.75,0,
